valor_transacao,numero_cartao,id_lojista,mes_transacao,ano_transacao,dia_transacao,hora_transacao,minuto_transacao,segundo_transacao,indicador_fraude
13094,9548891460240681,3239,8,2017,8,11,52,24,1
40885,8151517362651008,4468,5,2016,1,18,31,57,0
30025,8901591589068599,2523,2,2012,14,15,19,28,0
93755,3957337108250178,3837,7,2014,1,17,15,51,1
61448,4676848549552782,1840,5,2019,28,4,0,18,0
22723,6267759041148441,4654,9,2024,23,20,23,28,0
13929,4152560805002179,3459,2,2012,19,6,13,39,1
78173,4538467866019889,374,12,2010,30,17,37,1,0
40566,7272840538447320,4970,11,2015,18,20,51,8,0
49197,2517930366036391,3750,6,2021,4,1,18,30,1
6975,7324423225043762,996,10,2013,18,1,38,18,1
80513,4919963202655915,4396,8,2015,25,14,3,45,0
25988,6700722516835996,2221,7,2018,25,21,11,27,1
16472,6766070377388128,4693,8,2012,23,5,5,30,1
66476,4016666502383687,2313,6,2020,25,22,38,57,1
58783,7012654231510579,431,12,2020,25,18,45,18,1
48314,1144607589903839,560,10,2015,22,1,21,18,0
74446,6567415613356506,1231,11,2010,27,13,33,42,1
68770,4349871456139268,495,3,2010,25,19,19,48,1
38180,8647403836791646,1458,12,2023,27,20,57,10,1
57122,1418788535141487,4808,6,2020,12,23,8,29,1
47647,8630408750894961,2390,3,2012,26,6,28,57,1
8698,6490415881507243,2056,7,2022,19,13,52,2,1
44249,4950347282903504,4475,4,2020,20,18,5,49,0
79006,9244166429872200,2602,7,2016,22,0,56,12,0
22175,3628482967336457,2123,8,2019,17,21,2,39,1
54487,9447916145866223,142,8,2015,23,0,42,55,1
95793,8233551566261247,2754,2,2021,27,12,48,54,0
89490,1162473902142030,3929,7,2018,29,12,1,30,0
2203,4997236047006707,451,4,2011,29,22,38,19,1
74236,9263048264798826,1330,12,2022,1,22,11,40,1
38985,8498724825061786,1204,1,2021,29,16,12,44,0
75430,7548985796947017,4845,9,2019,30,8,24,24,0
9119,7360867233257937,1747,12,2019,9,7,13,45,1
23393,6469202403634504,1137,6,2020,18,3,2,52,1
68559,2190478666212295,4820,12,2016,2,3,5,58,0
4177,1710013586917623,914,4,2019,1,21,51,35,1
51283,3282854514660442,4445,12,2011,8,23,0,4,0
61854,8746799748897463,246,2,2022,7,5,23,48,1
34536,9343943250766956,4282,11,2018,19,3,47,5,0
25696,3476590781088213,1580,12,2019,29,13,56,17,1
18295,2349123760721716,2482,11,2012,30,5,50,38,1
86129,3573074912749816,4857,3,2023,11,23,50,37,0
28727,3033583343495905,3881,8,2011,23,23,8,42,1
50305,3256662940001908,3351,3,2013,17,8,43,22,1
10225,9842276607227611,417,12,2021,16,17,13,53,1
77636,9891801437287737,245,10,2022,4,22,33,17,0
87645,7691644942530275,4692,6,2021,20,3,31,27,0
47077,6340171078928295,1656,10,2016,23,2,31,44,1
49529,8462707445296681,3799,5,2016,23,7,12,25,1
66556,7688563502439339,1017,11,2021,9,12,31,57,0
97952,2409536315590773,1771,6,2022,28,1,7,42,1
8265,6866286607133000,4790,11,2011,17,2,51,24,1
4606,9461578647126992,867,12,2020,2,20,18,57,0
50254,1349516032396994,4863,7,2012,29,19,58,9,0
82195,3630719776798238,2056,7,2012,30,17,50,5,1
82658,7280890421231039,2498,2,2019,10,10,57,4,1
52465,9064436049554883,2014,4,2022,7,2,2,40,1
20650,7468192125108312,4837,10,2012,20,23,4,28,1
75870,9823769475158738,2215,6,2014,5,11,38,42,0
99308,7260195525578602,3108,2,2016,6,7,42,50,0
43081,4840131543422294,3296,9,2011,19,23,0,38,1
99699,9678094533465042,837,5,2011,13,21,12,18,0
20073,6872188553490918,4836,7,2023,29,15,43,54,1
69472,5025915172079726,1408,2,2010,3,11,45,55,1
40623,4185740012249105,1513,4,2013,1,6,33,31,1
92649,5158607623355376,4405,7,2015,6,13,53,11,0
80034,7738043633842774,1159,5,2024,5,3,39,29,1
75948,9980629965647053,3810,11,2014,8,22,31,22,1
8249,6747092447935552,1615,6,2020,11,20,17,50,1
82619,9919060309632610,2735,4,2016,4,5,22,28,0
82048,9250746962948274,4602,1,2024,1,18,59,38,0
57459,4153506252319436,4650,1,2011,6,10,10,46,0
70716,2045959485405906,2275,5,2022,26,4,20,43,0
98667,6251281416407462,4526,3,2023,8,15,4,47,1
32527,1201082297286262,681,8,2012,24,12,59,25,1
57991,8117199523439239,480,4,2020,1,0,53,40,1
4383,2991032023368757,4939,1,2021,14,13,12,31,0
29209,9381917633270295,3665,2,2012,20,9,22,35,1
34392,6456491514517616,4602,10,2011,15,17,49,20,1
50415,9574311659569988,4658,6,2018,7,14,36,48,1
12159,9834955087661603,3882,6,2022,2,3,38,38,0
10924,7140985100906965,4245,6,2017,19,1,55,40,0
53694,9946642758771781,3123,10,2010,23,22,14,24,0
31373,3166726053305210,4306,2,2011,25,14,11,28,1
48111,7915492626106715,4929,10,2024,11,1,3,34,0
33693,8186756560243509,2055,2,2018,17,13,33,12,0
79036,2592639456412614,4979,9,2012,15,16,55,45,1
84735,1065456742965213,2687,5,2015,10,21,41,4,0
66755,3319917476012978,2406,11,2022,17,14,56,22,0
55071,5947282670917428,4649,2,2016,26,10,39,11,1
3430,7745410400044433,1782,9,2013,23,1,9,37,1
69991,4059838115639583,1926,12,2015,7,16,43,2,0
64540,9609894990309285,302,3,2016,19,22,42,6,1
4217,4053989788117766,4151,4,2020,19,11,47,34,0
3900,3365680206296719,3485,7,2021,9,9,6,44,0
52298,3481224287218952,4086,7,2014,9,22,2,38,0
79593,2575378490739481,1950,4,2018,4,7,13,25,0
79542,6584913447203994,3528,1,2015,17,6,14,5,1
99031,9831691128807182,4262,1,2023,14,16,19,29,0
80513,3704607104294264,4452,6,2011,9,6,18,25,0
20384,3271391078049573,4852,3,2013,11,5,10,2,1
29932,6441586359828337,2390,1,2023,1,21,27,4,0
21774,4363855520497357,3177,9,2014,11,18,18,58,0
67341,9189284760073772,2963,3,2020,11,4,40,19,1
73051,6149359035641395,1936,2,2019,12,9,0,18,1
10228,8089741176881079,726,2,2021,17,21,51,14,0
26340,4980051343386633,1439,2,2024,21,3,22,51,1
36468,3502160239546513,4191,8,2017,22,8,56,22,1
2376,6269640312844354,1512,11,2021,17,15,57,22,0
61562,3041959723948773,3712,6,2018,25,0,58,54,1
46052,7153256375559787,4888,6,2022,25,7,24,52,1
51760,1703974905583695,3416,1,2021,16,8,42,42,1
73453,2882000772206368,772,10,2022,8,16,10,10,1
3191,2735036437015094,4179,10,2024,2,17,53,12,0
28243,1098245899791322,3885,5,2021,2,15,45,57,1
23115,6880852673586388,426,4,2010,7,12,33,53,1
49144,5136193038544724,450,12,2011,24,23,37,4,0
8471,1006321921895829,3242,6,2022,10,9,10,13,0
16301,6453377230411761,2204,12,2019,7,17,42,13,1
81368,6028090876929309,1696,10,2017,24,1,17,48,1
64307,8177089009664350,186,3,2023,21,14,15,5,1
81413,6408133075620836,1647,1,2019,24,2,14,43,1
43922,6904651967859342,4053,11,2023,14,23,1,53,0
78308,9189634407601764,2837,5,2017,10,1,26,18,0
62316,2109437290001661,4251,2,2021,10,12,14,10,0
6999,1986185311760193,1710,11,2019,15,20,17,16,1
60646,4780522986053916,655,9,2022,15,2,15,42,1
38931,8600151744052853,4729,4,2017,1,19,58,10,1
26309,7008129740567869,4083,7,2010,18,3,28,21,1
45434,2145844772756626,4338,7,2022,25,3,26,41,1
88099,4763984683986511,4593,6,2018,17,1,38,33,1
56603,7568350422782896,3250,10,2016,1,21,16,18,0
96171,5625467890920987,4711,8,2010,24,7,14,30,0
36196,8075985912137003,3869,3,2012,29,6,16,58,0
98490,9992721026403537,656,7,2011,14,5,21,12,1
93851,6486904723102112,3315,4,2016,4,4,29,22,1
80555,5545492647760147,4071,2,2013,25,3,12,32,0
59530,8702545559377499,3847,9,2019,10,0,57,33,0
95345,1103915293044366,1532,1,2019,22,23,1,29,1
83445,5790075466888899,3958,12,2018,6,8,51,58,0
64851,2544972497116971,2853,8,2015,12,8,12,53,1
87353,5994181806122001,3052,6,2019,26,11,23,36,1
79108,9298645395767791,4478,12,2021,3,20,12,33,1
24409,9335272426362379,1858,2,2020,17,19,53,54,1
96105,3413893280437614,2613,1,2019,23,11,17,23,0
42566,1840574467313674,3211,8,2021,3,15,10,4,1
29127,6662622162907453,1321,11,2017,9,13,7,20,0
47909,3925093284754132,600,5,2018,10,10,5,40,0
33119,4700267877885811,3584,10,2010,15,15,54,0,1
82843,5867972680711864,3147,8,2017,23,22,35,59,0
27382,8503054160956034,3634,3,2015,30,23,46,36,1
87687,2454242327334773,4939,3,2023,21,2,49,52,1
73586,1287667317623471,534,10,2019,5,12,17,22,0
80022,1692553443622742,2204,10,2021,2,13,45,8,0
52265,8011409164071696,4722,12,2023,30,21,54,28,1
43679,6569958472953960,3231,6,2015,30,11,8,39,0
84851,1558307823495520,4009,6,2024,14,5,36,41,1
96291,9602618494841013,854,5,2023,17,21,47,51,0
78888,1865273367529975,1868,2,2014,2,6,26,13,1
56231,9904366899773933,2320,6,2019,12,19,32,20,0
75245,8718851403754574,2892,10,2024,22,4,57,41,0
8509,2978614146454357,3153,10,2024,18,0,7,22,1
84063,1439193672662339,619,5,2023,19,18,55,46,1
43856,6899694705667111,3680,12,2024,10,12,3,55,1
84996,5090243294320012,2490,2,2011,5,11,57,50,1
26928,8458717560614727,784,8,2010,6,18,42,29,1
33031,1144741439429905,2643,7,2010,22,8,44,6,0
62159,6474215853202728,4894,7,2014,18,10,45,4,1
96285,7925284380576233,4982,11,2015,15,17,29,22,0
84491,2502595081881340,2661,9,2012,8,16,4,57,0
55346,9158853790999615,4564,3,2022,3,22,37,13,0
30944,6615017153133452,640,7,2015,1,3,30,46,0
22196,4262020054965766,2324,7,2023,1,9,33,28,0
64188,7134870257374088,3480,8,2020,10,0,45,37,0
32354,7286974367328805,971,5,2020,14,3,17,57,1
68651,7699655060594621,709,6,2021,7,5,45,21,1
83640,6604723553294420,4606,8,2014,27,1,53,49,0
68778,5585351537775282,2732,10,2017,16,21,31,49,1
23375,3212331611725367,1062,11,2010,7,12,31,37,0
51549,2839721431460723,2027,4,2014,18,3,17,32,1
39159,4072805965968289,2697,6,2017,28,13,28,29,0
73596,6055994024254738,673,11,2018,15,6,51,20,0
6153,3970179422542828,881,8,2022,12,22,23,57,0
92688,9009619085766982,2381,4,2017,26,5,23,16,1
31357,7411781091022030,2064,8,2016,1,17,33,3,0
72119,2482585108240123,1000,10,2020,3,10,36,50,1
70776,5644250335021084,1808,5,2019,29,20,37,43,0
13789,2624765136687362,1615,5,2022,8,23,2,26,0
31215,8188398090227405,4684,5,2023,13,22,43,42,0
28380,9634824474072025,2214,10,2010,18,10,7,8,1
77610,3233920187401490,3980,8,2021,13,10,16,7,1
1887,1162962984684421,1178,7,2010,8,20,24,58,0
76753,7980583442194974,2721,11,2011,5,11,54,27,0
90836,5834771725535089,3360,4,2011,26,9,24,25,1
94540,7893222258619014,365,4,2013,7,15,23,45,0
12139,2041497706465731,2566,7,2024,3,3,6,41,0
62239,5857818675686764,1694,4,2017,20,6,33,50,1
66518,8262073321335006,386,6,2020,11,7,28,17,0
28723,5354922832533423,3635,3,2024,1,5,23,16,1
81979,5449974319896365,2395,8,2019,25,21,15,49,1
47349,1191568973469652,316,2,2021,18,8,6,56,0
37953,2659871504145747,4429,12,2023,20,18,41,12,0
75161,6976013681138916,251,7,2015,22,16,54,33,0
90089,3166353256413340,3872,6,2021,22,20,11,42,1
72470,7729670836455409,2509,7,2017,14,15,34,11,1
43091,4107763562073900,4391,9,2021,17,17,17,42,1
62275,7213187336020652,2381,12,2024,29,13,1,36,1
73791,8465641264593534,1844,5,2021,29,17,25,35,0
7324,8184723538297542,4613,7,2011,1,13,14,12,1
46650,4838297254527392,2818,7,2021,24,9,59,41,0
94683,2136396412185963,2504,12,2017,12,23,27,6,0
17192,8157335475935248,1695,8,2023,27,10,31,53,0
85932,2151739110882449,305,9,2015,21,8,18,15,0
68355,2734872118689909,309,1,2022,9,18,41,59,0
49570,7539483071530134,2109,9,2010,10,6,17,43,1
24554,4456353040599527,3638,2,2021,21,0,36,18,0
84151,7099075490644979,3616,2,2013,29,22,6,36,1
37524,9289591252691187,2563,8,2016,16,16,17,54,0
69895,1104418109724794,2270,6,2018,24,20,11,30,0
96074,7198375852118409,4906,1,2017,9,7,44,24,1
89957,5792811894429961,4473,7,2023,6,16,49,57,1
10280,2714935809967205,1934,6,2021,12,6,14,24,0
99622,7748937961366191,410,3,2024,25,7,2,56,1
97014,8587628548469027,2805,8,2013,10,20,14,51,0
91803,2889130138508090,2626,6,2012,2,15,37,19,1
40454,6552656572619346,4105,6,2018,14,7,20,23,1
74159,3899232001474391,2792,2,2022,14,11,17,4,1
96612,2610300483885749,1962,9,2019,23,0,37,45,0
38836,8732152999492898,1467,2,2013,11,11,44,55,0
57128,1191085918098130,796,12,2015,14,20,25,36,1
90638,8361010496134042,3826,3,2017,21,18,33,42,1
18354,2488913321899492,1862,7,2019,26,20,33,16,0
50608,4949357808180164,3789,11,2018,1,13,49,56,0
93505,2750341114799012,1727,3,2013,19,4,59,20,0
7817,1186158423150418,293,3,2012,10,21,41,53,1
37458,7047054083199988,1630,2,2017,27,12,45,19,1
45560,9934520041102720,1570,12,2016,4,18,37,59,1
23118,6604076043371075,968,9,2018,5,11,51,13,0
65126,9145321972191866,580,6,2017,10,4,44,41,0
35305,7785423489289110,4182,2,2014,8,13,36,55,0
37998,2026514305834302,1934,12,2019,21,1,10,40,0
78802,5059188952313249,730,7,2020,10,13,33,50,1
74391,2613600598525501,4574,11,2010,12,23,59,18,1
89937,7861952713740150,2880,6,2011,20,5,43,22,1
84637,9270145162457039,3727,3,2010,18,11,34,28,1
17827,2548493518245807,2053,3,2018,16,2,23,51,1
81167,1775669216580320,4453,4,2023,1,12,38,36,0
49334,1905753857352519,538,1,2018,23,22,51,28,0
4735,8217455071750268,3365,12,2012,19,7,29,0,0
14531,7758624260227449,3915,7,2019,30,17,11,8,0
89525,7217993209222755,3823,7,2010,7,0,45,0,0
71994,3693428256034555,1496,8,2015,21,6,14,47,1
83942,8824756996472620,495,2,2024,15,20,45,39,1
79159,1616200110703363,292,7,2013,5,6,14,40,1
27553,9642522584445559,4291,10,2020,20,0,58,54,0
72838,2460229830891324,2718,1,2010,20,22,39,30,0
4811,8060797410492793,267,3,2015,25,1,5,10,0
32626,8740135053515789,4055,10,2020,29,18,9,24,1
73732,7558915042773134,1611,8,2010,25,16,24,0,0
50771,2255340829134333,219,4,2015,27,0,49,18,1
81423,7095395335859151,1352,7,2016,25,10,10,15,0
63233,7965987503202829,4253,7,2018,9,5,53,19,0
30466,4438835276321845,4823,12,2022,3,9,10,55,0
37230,3804320068560819,3885,6,2022,14,3,31,57,0
4722,9415876323226505,4028,8,2024,20,10,46,32,1
50704,4387305015694499,3859,5,2022,1,9,1,43,1
56156,3788148351619302,1594,2,2024,30,0,31,58,1
58350,2881940846464728,4194,5,2015,1,2,26,30,1
17539,8313760554982150,2883,1,2011,17,10,25,12,0
56244,9626050541462968,587,9,2019,29,5,34,11,0
92448,9860950934127459,2549,8,2021,28,9,9,5,1
42019,7245230261182130,3930,1,2017,21,15,58,10,0
44575,2378255584971150,4515,2,2024,25,14,47,11,1
30930,5328481397435357,1050,12,2021,7,22,4,47,1
50976,1083778208381662,1280,1,2024,4,5,1,0,0
9401,8714684919677307,4801,5,2019,23,23,27,57,0
8748,2685835210715212,3738,10,2023,10,11,9,0,0
39980,5240741768855981,2664,6,2022,11,10,4,8,0
88599,9049835293594577,2488,4,2017,8,13,21,40,0
74329,7234694299342292,3785,12,2010,13,23,56,24,1
88610,5196622282229683,3441,7,2018,11,16,40,54,1
89229,1903892553701588,1185,1,2012,14,20,6,24,0
33024,3077478887010177,4548,2,2016,28,19,59,59,0
2641,4981033356956538,571,2,2019,4,7,8,41,0
71701,9750689669175078,2731,7,2023,30,6,39,58,0
46436,2233916053787068,4106,3,2024,30,19,4,8,0
20708,4403739288104288,3348,6,2012,7,3,17,54,0
11099,4086996307229401,3496,1,2018,28,15,13,35,1
41488,6747251259565445,2338,5,2021,5,1,46,7,0
36396,4575045732907779,4669,12,2012,28,5,15,24,1
55122,1756534748188182,4947,1,2016,29,17,7,50,1
9417,9656757238205962,3846,7,2011,30,7,41,30,1
16639,4104325935427238,2913,11,2018,15,6,10,44,0
37164,4517445667439895,1175,7,2019,11,1,49,23,0
28920,8065364090810418,563,5,2016,26,6,31,58,0
82779,5508576194481130,611,5,2016,12,5,1,40,1
84474,1665463847093119,2385,11,2017,1,21,58,59,0
40369,8875336398327854,3616,9,2016,15,13,24,44,0
59767,6802917082021973,3765,4,2014,30,19,19,11,1
99376,4572717909026270,1561,12,2023,7,20,33,40,1
51719,5264193809534761,3609,2,2023,30,6,25,6,1
26622,2457555862419466,1739,3,2012,23,0,36,34,0
28058,4005485880927942,1422,4,2013,1,9,7,0,0
23464,7523712652777853,4723,7,2018,6,13,44,43,1
85696,9813934038031535,2575,12,2015,9,20,0,58,0
69322,9959343679717241,2360,5,2024,17,20,45,15,1
38334,3439184235809286,1029,10,2016,9,23,16,20,1
80512,4654931183816670,316,7,2011,10,12,6,51,1
11524,3802025960521784,1488,1,2014,15,5,17,27,0
13144,3538528958362775,1132,6,2020,4,16,0,0,1
54039,2416802279405038,3154,8,2010,1,8,52,55,1
81245,6866169410642922,1608,12,2014,18,14,45,17,0
20352,4404869431603175,1145,10,2014,13,0,30,18,1
68515,8292074009975429,2027,2,2016,14,0,23,22,0
32335,9535860234788864,2843,6,2023,13,14,31,3,1
74799,1292071695663246,3508,1,2019,9,1,36,26,0
78632,3047679989746394,3200,6,2016,19,10,4,33,0
21937,6249774427942354,224,6,2023,27,2,22,38,1
34021,8569270164756803,365,5,2021,12,7,15,11,1
9234,3248985516228394,1728,10,2016,21,0,35,36,0
4769,9530377990446146,910,9,2024,18,9,28,51,1
35819,8636592943935834,3594,12,2013,29,2,39,13,1
94846,2193004470302697,4501,7,2022,12,3,31,40,1
73835,7824894019700809,514,7,2019,11,21,55,45,1
99312,1375864064577670,4479,6,2012,28,6,47,3,0
45168,3018755070831654,2134,1,2015,24,14,58,5,1
54172,7149578615274528,2335,12,2016,2,14,42,8,1
41543,8393565645950325,766,8,2017,23,5,43,34,1
48747,9088505895283761,1657,1,2013,5,22,44,19,0
87107,3374656971216346,2465,1,2020,14,2,35,51,0
49439,9497561199086457,2548,6,2019,27,11,46,40,0
94297,5760295301227238,3103,7,2017,1,23,39,54,1
9624,7206764797972071,3824,2,2021,24,11,19,32,0
49376,6568848433878300,3712,10,2018,1,15,45,13,1
17809,5665981620996621,4686,12,2011,17,13,30,8,0
7601,7381585537699643,859,10,2013,8,3,28,16,1
56732,2409516836184882,4109,5,2016,20,10,2,22,0
28006,3318643401343897,817,10,2014,7,2,59,18,1
68757,6470153280664076,342,3,2014,23,11,5,25,0
98832,5793132672282338,636,2,2016,12,20,24,50,0
93677,4697517614504712,3409,5,2019,15,15,11,52,1
28784,3027475529328951,4602,10,2015,12,6,46,0,0
43021,4331431399175134,959,7,2011,29,4,41,27,0
75440,5498368536599296,3960,9,2012,9,17,24,57,0
40863,6727079286215726,2517,6,2014,10,5,54,58,1
93356,2834596428500798,236,6,2015,3,7,12,15,1
47602,8306167543949766,1294,2,2013,18,18,56,38,0
13174,9105129480802818,4197,1,2019,9,19,47,48,1
17217,8882286182985225,2386,11,2017,27,9,57,50,0
78256,7771649948897611,357,8,2020,27,11,59,15,0
84790,7745354412477275,3909,6,2013,8,7,22,51,1
95942,4209271746275629,3024,7,2013,29,11,5,19,0
95325,9835083314852543,396,2,2015,26,20,47,25,1
76500,9849768594964644,4837,1,2011,29,10,23,50,0
6910,3693775803412362,4950,1,2023,8,12,55,41,1
30081,1889848393650287,4371,3,2020,4,23,56,56,1
86758,8274519269524662,3381,1,2015,3,1,13,24,1
12164,8720990539474934,2597,11,2011,26,19,51,15,0
54216,3391701561041749,1440,1,2014,29,20,21,39,1
64156,4835511474837030,4556,11,2019,29,15,25,2,1
93206,9959045254025665,2958,11,2022,1,0,58,5,0
77942,8941583804973247,608,1,2020,10,3,25,43,0
46689,6117853701541803,4959,6,2021,1,15,31,57,1
19918,2558963433832158,1777,11,2013,19,10,36,50,0
82679,5970115620763658,1108,8,2012,11,6,24,30,1
51867,2976708960293831,3834,5,2023,27,17,13,27,1
44178,2128604520796195,4617,12,2018,11,17,27,18,0
42596,1742692856460044,3213,9,2013,26,11,15,11,1
65655,7663528474096452,4544,10,2019,18,7,7,57,1
62516,9182106613537631,3870,5,2018,3,18,46,49,1
72320,7348862340375946,1563,4,2018,4,2,2,6,0
29329,2778937133641593,1917,7,2022,27,3,26,10,0
10391,6725581480501506,3693,4,2010,26,3,29,15,0
38153,8579175480207798,4911,8,2021,11,6,48,28,1
97637,8848703354996521,4665,8,2015,25,6,8,50,0
84489,1600680774023109,2698,9,2020,3,15,53,28,1
21862,2485190895981006,2506,6,2017,25,0,48,17,0
82840,2095318288086225,401,4,2012,1,2,42,56,0
88254,4960943669642646,3666,8,2012,12,14,5,30,0
15898,8513812190795377,3472,6,2024,22,9,55,27,0
6218,7316007053920736,2538,4,2024,16,17,11,48,1
2983,6313091328307961,4807,8,2014,24,12,54,32,1
49812,5256618665988313,3276,8,2018,11,15,34,36,0
20713,6966701126571308,4178,11,2012,29,14,54,8,1
10532,2227511620204725,237,12,2023,20,5,53,52,0
85234,1635736407256364,4464,5,2024,22,2,57,46,0
41544,1444643402953833,1999,12,2019,25,19,19,44,1
37341,8483169293626608,1339,11,2021,13,9,31,50,1
95609,7698738087372892,141,9,2021,12,9,52,33,0
27343,7167179979053112,2584,2,2016,29,2,29,46,0
37508,2862317091630085,3503,3,2018,17,22,35,39,1
68062,7158523363300337,4699,12,2022,19,12,56,50,0
57989,7853545513781591,301,2,2018,23,5,46,17,0
97565,4385467806653653,3733,9,2016,3,10,13,46,0
15506,9302642421608111,3125,6,2023,26,1,0,25,1
62257,6679455481098784,1445,3,2019,19,8,16,24,1
57263,7544605519164288,3033,8,2021,30,7,51,2,1
8169,2215367072462783,2015,9,2013,18,1,38,1,1
52784,7036052154715044,721,6,2022,26,6,29,43,1
11860,5291960428570519,3760,12,2024,23,19,59,44,0
14951,7685710352782322,3725,8,2017,13,12,28,25,0
10780,4292818529845302,2344,6,2010,10,19,22,59,0
86236,7600841838880046,3498,8,2014,25,3,46,20,0
34751,9971761532290887,1366,1,2013,6,8,24,40,0
1841,2763982187520191,1134,3,2011,14,14,0,11,0
10932,2964507918814434,2743,9,2017,20,10,33,31,0
71391,7990026651488255,4527,7,2017,4,9,32,59,1
47212,6818416349568489,738,9,2023,30,2,54,5,1
69013,8644792739081803,707,3,2010,5,18,33,37,0
29311,8300678922201669,244,5,2014,27,9,12,49,1
74480,7684156839583561,1051,4,2022,4,5,32,47,0
96354,7674362248984381,1880,1,2023,7,6,34,40,0
76106,3723419154692523,693,5,2018,17,13,48,35,0
30742,2998291665669589,3097,7,2011,22,7,17,35,1
57354,3842408428004619,288,9,2018,12,3,22,25,0
33329,7695858843246778,1082,3,2012,24,19,25,7,1
76082,5212133447537261,378,9,2020,5,1,9,6,0
80205,2274388118746272,1833,5,2022,4,6,20,7,1
61381,4125245809041803,219,5,2014,8,21,43,36,0
85158,4384878568229994,1910,10,2023,13,21,2,22,1
95886,1846487599662933,2075,12,2023,12,21,6,42,1
90506,4242711582771493,304,1,2023,4,7,55,30,1
96166,2322773054721346,865,2,2015,30,5,44,24,0
62889,2942286305099459,3006,12,2014,4,18,24,8,1
22175,4808889198009776,3240,7,2014,23,8,37,36,0
73234,8974317376221698,4009,11,2013,7,12,51,57,1
96695,1369977846376258,3403,2,2010,2,17,27,25,0
24717,5466408461317389,4181,11,2012,15,14,55,43,1
87731,8955944540531148,333,4,2021,19,3,51,43,1
40553,8380493394091413,4174,5,2019,7,20,31,1,1
62046,4360140758296132,4606,6,2015,10,22,0,20,0
28420,8184686865871901,1933,1,2014,25,5,33,42,1
1805,1865645883507842,1724,8,2021,12,1,42,0,0
86335,1422186681752889,3338,10,2021,20,7,11,24,0
57923,4974784848504312,2111,1,2015,6,12,55,4,1
2403,9265610085897032,2653,9,2015,29,9,28,7,0
10920,8311759998107504,2497,3,2024,9,9,44,46,1
1790,4893086610901864,4624,2,2022,8,19,14,59,1
7433,9724579418354946,3332,10,2010,13,3,21,0,1
62486,1884682716060900,543,2,2021,20,10,54,52,0
4734,1697372478559618,4168,4,2018,1,5,2,31,1
12446,4853209629243537,4732,9,2015,28,4,45,42,1
63454,2349513813824756,2883,10,2013,28,17,33,25,1
1558,2608358960193110,4596,2,2021,18,1,7,22,1
54335,2967020653718714,170,2,2020,22,17,28,34,0
23064,4807998793288451,2956,9,2012,16,17,33,33,0
10937,3111783539027464,3714,1,2023,23,10,29,26,0
46122,8018182660578804,4308,11,2018,17,22,30,9,1
63846,3905198637247201,113,10,2014,14,23,8,3,1
90328,5616086230075493,2688,10,2019,28,9,3,49,0
13236,8821413164431705,543,12,2021,28,23,55,56,0
23925,2292768734396744,788,2,2012,30,5,50,51,1
55440,6640373154323031,2012,6,2011,18,13,8,16,0
65586,3394445118645481,1760,3,2011,19,12,56,50,1
97308,8174054101848756,3239,8,2020,23,15,43,46,1
63291,3149630323856509,3398,5,2013,26,3,25,11,1
77154,3143660409522443,3327,6,2016,3,19,14,28,0
4114,3807476111110577,3340,11,2019,28,6,19,12,0
12074,4026335782201096,1338,5,2021,3,9,6,27,0
22554,7281739740456095,3106,8,2019,21,3,38,10,1
28743,3653138065229811,636,11,2013,7,2,21,24,1
71558,8555275932630993,2619,2,2019,19,6,54,27,0
10723,6176792345787274,863,3,2012,19,21,57,45,1
87802,3026686535687112,4105,7,2014,6,21,15,10,1
39510,2071225161259766,2067,10,2012,26,12,46,47,0
61232,2324932729171887,1090,11,2023,21,23,27,16,1
54444,9232182790306762,1087,1,2023,14,2,58,44,0
1907,6149191798231391,3818,1,2019,13,7,37,19,0
4799,6698249175820431,4824,3,2013,20,21,20,25,0
80378,1256011599673664,3193,10,2018,22,4,6,42,0
91861,7039808030956267,246,2,2020,23,22,49,18,0
71081,2138641840092158,3227,8,2012,4,6,50,0,1
22489,6502433998113142,4025,6,2015,2,13,14,31,1
10707,2918482497135433,754,1,2023,5,4,55,1,0
34722,9061034886849969,3591,5,2022,27,22,46,32,1
18388,8105037447778044,1686,6,2010,28,7,19,19,0
54400,1379723671568881,3792,1,2011,15,18,6,41,1
66002,6537472450444837,1696,2,2024,26,2,37,35,0
70447,8941405207529643,1264,3,2017,2,13,51,7,1
63521,1948666834526167,3175,1,2011,3,4,29,0,1
28763,8443365845773988,4061,12,2021,27,22,54,27,0
24459,7580187899949450,1086,1,2023,23,18,35,14,0
37256,9134217700232989,3169,4,2019,6,13,13,50,0
33413,4493612673097621,1566,5,2020,20,2,40,41,1
98610,3109264447891764,4221,11,2017,12,5,24,35,0
56850,7727993791719137,2494,2,2024,15,23,7,45,0
50391,4232586378987082,1411,1,2013,25,4,8,13,1
38429,4339228395821111,299,4,2010,30,14,48,53,0
20846,4087790581649619,3253,1,2024,15,7,15,23,0
58026,1687174457160419,3507,12,2015,7,6,2,2,1
16515,6585218237765445,1194,5,2018,25,13,17,24,0
51430,9783895417421510,2691,2,2013,9,2,56,37,0
48167,8947390293430760,1499,10,2022,21,21,24,30,1
29486,5348289909484109,2396,9,2023,17,8,25,56,0
31833,3187902039498834,1795,6,2015,27,19,28,24,1
15054,3976480446935020,1738,2,2024,30,18,32,14,0
97332,6298616109917271,1957,6,2017,4,21,57,16,1
25803,8658803529344677,4216,7,2017,30,5,2,49,1
27866,1414688339090736,2996,4,2021,12,12,29,59,0
